"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","CFBL","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"IMF.STA:CFBL(1.0.3)","SVN.CFALTLBE_EMMNORM.A","OBS_VALUE","Slovenia, Republic of","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","113.3033363","102.8659254","87.66517435","93.86394329","93.25420654","83.42335753","95.16478281","88.07571797","79.27847424","100","89.48349297","82.60402961","77.72845041"
"IMF.STA:CFBL(1.0.3)","CHE.CFALTLBE_EMMNORM.A","OBS_VALUE","Switzerland","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","137.5622822","141.6788425","113.8043774","116.4470814","106.5506198","92.85510073","100","105.8067992","98.4547122","92.08212102"
"IMF.STA:CFBL(1.0.3)","GRC.CFALTLBE_EMI.A","OBS_VALUE","Greece","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","183.6517801","192.0596973","200.9375046","171.6891852","151.207067","188.6417242","187.4382636","185.0056489","187.5568756"
"IMF.STA:CFBL(1.0.3)","FRA.CFALTLBE_EMI.A","OBS_VALUE","France","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","48.91388042","40.4315046","33.39901536","36.72644612","35.54094303","31.67965785","32.92980183","31.63040744","29.0390012","32.53031666","31.40387394","29.57290688","27.64004139"
"IMF.STA:CFBL(1.0.3)","IRL.CFALTLBE_EMM.A","OBS_VALUE","Ireland","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","104.2196079","88.12498969","75.92861573","58.5444496","62.45084405","55.09132451","48.67785431","48.54871798","48.57366848","51.02406303","68.55777552","74.35089816","67.51843662","78.41495551"
"IMF.STA:CFBL(1.0.3)","IRL.CFALTLBE_EMI.A","OBS_VALUE","Ireland","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","52.75280225","41.61273765","32.94500412","24.96360206","26.46501441","23.5446376","22.26402111","19.89444788","19.80038155","23.09076265","38.90313929","44.86657976","39.67226881","49.95543436"
"IMF.STA:CFBL(1.0.3)","CZE.CFALTLBE_EMI.A","OBS_VALUE","Czech Republic","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","257.7412956","176.8611157","173.0764771","117.5311118","151.3488485","172.6090792","166.4052739","177.5153496","196.9957763","231.2852652","247.5015239","247.2566708","226.1273721","186.2580518"
"IMF.STA:CFBL(1.0.3)","HRV.CFALTLBE_EMMNORM.A","OBS_VALUE","Croatia, Republic of","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","101.4999261","97.45500372","100.4403162","97.15587233","89.01179017","100","111.6341987","106.7934966","91.36008103"
"IMF.STA:CFBL(1.0.3)","BEL.CFALTLBE_EMINORM.A","OBS_VALUE","Belgium","Carbon Footprint of Bank Loans, Emissions intensities (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","","","99.41026047","83.54672423","80.90562439","100","85.90490495","87.53691822","78.91843431"
"IMF.STA:CFBL(1.0.3)","ESP.CFALTLBE_EMINORM.A","OBS_VALUE","Spain","Carbon Footprint of Bank Loans, Emissions intensities (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","","","","","70.01307121","100","159.1447432","129.5313381","109.9866133"
"IMF.STA:CFBL(1.0.3)","LTU.CFALTLBE_EMINORM.A","OBS_VALUE","Lithuania, Republic of","Carbon Footprint of Bank Loans, Emissions intensities (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","102.435251","88.70578935","85.42469433","59.35160373","66.7246924","67.33509751","70.07267047","88.70111291","79.49101603","76.98343392","100","78.23768978","51.71752172","43.33376199"
"IMF.STA:CFBL(1.0.3)","FRA.CFALTLBE_EMM.A","OBS_VALUE","France","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","85.60235673","71.8908834","61.03747445","67.51077747","68.6688913","61.89340969","66.12349086","61.59382288","54.61792806","62.03191936","61.84014048","60.72429726","52.19983496"
